Name,Maker,Sector,Industry,Price,Collection,Ticked
LKFN,Lakeland Financial Corp.,Financial,Regional - Midwest Banks,WIKI/LKFN,stocks/lkfn,FALSE
LKQ,LKQ Corp.,Consumer Goods,Auto Parts,WIKI/LKQ,stocks/lkq,FALSE
LL,"Lumber Liquidators Holdings, Inc.",Services,Home Improvement Stores,WIKI/LL,stocks/ll,FALSE
LLEN,"L & L Energy, Inc.",Basic Materials,Nonmetallic Mineral Mining,WIKI/LLEN,stocks/llen,FALSE
LLL,L-3 Communications Holdings Inc.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/LLL,stocks/lll,FALSE
LLNW,"Limelight Networks, Inc.",Technology,Internet Information Providers,WIKI/LLNW,stocks/llnw,FALSE
LLTC,Linear Technology Corporation,Technology,Semiconductor - Specialized,WIKI/LLTC,stocks/lltc,FALSE
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - Major,WIKI/LLY,stocks/lly,FALSE
LMAT,"LeMaitre Vascular, Inc.",Healthcare,Medical Instruments & Supplies,NA,NA,FALSE
LMIA,LMI Aerospace Inc.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/LMIA,stocks/lmia,FALSE
LMCA,Liberty Media Corporation,Services,Broadcasting - TV,WIKI/LMCA,stocks/lmca,FALSE
LMNR,Limoneira Company,Consumer Goods,Farm Products,WIKI/LMNR,stocks/lmnr,FALSE
LMNX,Luminex Corporation,Healthcare,Medical Instruments & Supplies,WIKI/LMNX,stocks/lmnx,FALSE
LMOS,Lumos Networks Corp.,Technology,Diversified Communication Services,WIKI/LMOS,stocks/lmos,FALSE
LMT,Lockheed Martin Corporation,Industrial Goods,Aerospace/Defense Products & Services,WIKI/LMT,stocks/lmt,FALSE
LNBB,LNB Bancorp Inc.,Financial,Regional - Midwest Banks,NA,stocks/lnbb,FALSE
LNC,Lincoln National Corporation,Financial,Life Insurance,WIKI/LNC,stocks/lnc,FALSE
LNCE,"Snyder's-Lance, Inc.",Consumer Goods,Processed & Packaged Goods,WIKI/LNCE,stocks/lnce,FALSE
LNCO,"Linn Co, LLC",Basic Materials,Independent Oil & Gas,NA,stocks/lnco,FALSE
LNDC,Landec Corp.,Basic Materials,Chemicals - Major Diversified,WIKI/LNDC,stocks/lndc,FALSE
LNKD,LinkedIn Corporation,Technology,Internet Information Providers,WIKI/LNKD,stocks/lnkd,FALSE
LNN,Lindsay Corporation,Industrial Goods,Farm & Construction Machinery,WIKI/LNN,stocks/lnn,FALSE
LNT,Alliant Energy Corporation,Utilities,Electric Utilities,WIKI/LNT,stocks/lnt,FALSE
LO,"Lorillard, Inc.",Consumer Goods,Cigarettes,WIKI/LO,stocks/lo,FALSE
LOCK,"LifeLock, Inc.",Technology,Application Software,WIKI/LOCK,stocks/lock,FALSE
LOAN,"Manhattan Bridge Capital, Inc.",Financial,Credit Services,NA,stocks/loan,FALSE
LOCM,Local Corporation,Technology,Internet Information Providers,NA,stocks/locm,FALSE
LODE,"Comstock Mining, Inc.",Basic Materials,Gold,NA,stocks/lode,FALSE
LOGM,"LogMeIn, Inc.",Technology,Application Software,WIKI/LOGM,stocks/logm,FALSE
LOJN,LoJack Corporation,Services,Security & Protection Services,NA,stocks/lojn,FALSE
LOGC,LOGIC Devices Incorporated,Technology,Semiconductor - Specialized,NA,stocks/logc,FALSE
LOOK,"LookSmart, Ltd.",Technology,Internet Information Providers,NA,stocks/look,FALSE
LOGI,Logitech International SA,,,NA,stocks/logi,FALSE
LORL,"Loral Space & Communications, Inc.",Technology,Communication Equipment,WIKI/LORL,stocks/lorl,FALSE
LOPE,"Grand Canyon Education, Inc.",Services,Education & Training Services,WIKI/LOPE,stocks/lope,FALSE
LOV,"Spark Networks, Inc.",Services,Consumer Services,WIKI/LOV,stocks/lov,FALSE
LOW,Lowe's Companies Inc.,Services,Home Improvement Stores,WIKI/LOW,stocks/low,FALSE
LPHI,"Life Partners Holdings, Inc.",Financial,Life Insurance,NA,stocks/lphi,FALSE
LPI,"Laredo Petroleum, Inc.",Basic Materials,Independent Oil & Gas,WIKI/LPI,stocks/lpi,FALSE
LPLA,LPL Financial Holdings Inc.,Financial,Investment Brokerage - National,WIKI/LPLA,stocks/lpla,FALSE
LPNT,Lifepoint Hospitals Inc.,Healthcare,Hospitals,WIKI/LPNT,stocks/lpnt,FALSE
LPSN,LivePerson Inc.,Services,Business Services,WIKI/LPSN,stocks/lpsn,FALSE
LPTN,Lpath Inc.,Healthcare,Biotechnology,NA,stocks/lptn,FALSE
LPX,Louisiana-Pacific Corp.,Services,Building Materials Wholesale,WIKI/LPX,stocks/lpx,FALSE
LQDT,"Liquidity Services, Inc.",Services,Catalog & Mail Order Houses,WIKI/LQDT,stocks/lqdt,FALSE
LRAD,LRAD Corporation,Technology,Scientific & Technical Instruments,NA,stocks/lrad,FALSE
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,WIKI/LRCX,stocks/lrcx,FALSE
LRN,"K12, Inc.",Services,Education & Training Services,NA,stocks/lrn,FALSE
LRY,Liberty Property Trust,,,NA,stocks/lry,FALSE
LSBI,LSB Financial Corp.,Financial,Savings & Loans,NA,stocks/lsbi,FALSE
LSBK,Lake Shore Bancorp Inc.,Financial,Savings & Loans,NA,stocks/lsbk,FALSE
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductor - Specialized,WIKI/LSCC,stocks/lscc,FALSE
LSI,LSI Corporation,Technology,Semiconductor - Specialized,WIKI/LSI,stocks/lsi,FALSE
LSTR,Landstar System Inc.,Services,Trucking,WIKI/LSTR,stocks/lstr,FALSE
LTBR,Lightbridge Corp.,Basic Materials,Synthetics,NA,stocks/ltbr,FALSE
LTC,LTC Properties Inc.,Financial,REIT - Healthcare Facilities,NA,stocks/ltc,FALSE
LTM,Life Time Fitness Inc.,Services,Sporting Activities,WIKI/LTM,stocks/ltm,FALSE
LTRE,Learning Tree International Inc.,Services,Education & Training Services,NA,stocks/ltre,FALSE
LTRX,"Lantronix, Inc.",Technology,Networking & Communication Devices,NA,stocks/ltrx,FALSE
LTS,Ladenburg Thalmann Financial Services Inc.,Financial,Investment Brokerage - National,WIKI/LTS,stocks/lts,FALSE
LTXC,LTX-Credence Corporation,Technology,Semiconductor Equipment & Materials,WIKI/LTXC,stocks/ltxc,FALSE
LUB,"Luby's, Inc.",Services,Restaurants,WIKI/LUB,stocks/lub,FALSE
LULU,Lululemon Athletica Inc.,Consumer Goods,Textile - Apparel Clothing,NA,stocks/lulu,FALSE
LUNA,Luna Innovations Incorporated,Technology,Scientific & Technical Instruments,NA,stocks/luna,FALSE
LUV,Southwest Airlines Co.,Services,Regional Airlines,WIKI/LUV,stocks/luv,FALSE
LVS,Las Vegas Sands Corp.,Services,Resorts & Casinos,WIKI/LVS,stocks/lvs,FALSE
LWAY,Lifeway Foods Inc.,Consumer Goods,Food - Major Diversified,WIKI/LWAY,stocks/lway,FALSE
LXK,Lexmark International Inc.,Technology,Computer Based Systems,WIKI/LXK,stocks/lxk,FALSE
LXP,Lexington Realty Trust,Financial,REIT - Diversified,NA,stocks/lxp,FALSE
LXRX,"Lexicon Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/LXRX,stocks/lxrx,FALSE
LYB,LyondellBasell Industries NV,Basic Materials,Specialty Chemicals,WIKI/LYB,stocks/lyb,FALSE
LYTS,LSI Industries Inc.,Industrial Goods,Industrial Electrical Equipment,WIKI/LYTS,stocks/lyts,FALSE
LYV,"Live Nation Entertainment, Inc.",Services,Entertainment - Diversified,WIKI/LYV,stocks/lyv,FALSE
LZB,La-Z-Boy Incorporated,Consumer Goods,Home Furnishings & Fixtures,WIKI/LZB,stocks/lzb,FALSE
M,"Macy's, Inc.",Services,Department Stores,WIKI/M,stocks/m,FALSE
MA,MasterCard Incorporated,Financial,Credit Services,WIKI/MA,stocks/ma,FALSE
MAA,Mid-America Apartment Communities Inc.,Financial,REIT - Residential,NA,stocks/maa,FALSE
MAC,The Macerich Company,Financial,REIT - Retail,WIKI/MAC,stocks/mac,FALSE
MACE,Mace Security International Inc.,Basic Materials,Specialty Chemicals,NA,stocks/mace,FALSE
MACK,"Merrimack Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/MACK,stocks/mack,FALSE
MAG,Magnetek Inc.,Industrial Goods,Industrial Electrical Equipment,NA,stocks/mag,FALSE
MAKO,MAKO Surgical Corp.,,,NA,stocks/mako,FALSE
MAMS,"MAM Software Group, Inc.",Technology,Business Software & Services,NA,stocks/mams,FALSE
MAN,ManpowerGroup Inc.,Services,Staffing & Outsourcing Services,WIKI/MAN,stocks/man,FALSE
MANH,"Manhattan Associates, Inc.",Technology,Application Software,WIKI/MANH,stocks/manh,FALSE
MAR,"Marriott International, Inc.",Services,Lodging,WIKI/MAR,stocks/mar,FALSE
MARK,"Remark Media, Inc.",Technology,Internet Information Providers,NA,stocks/mark,FALSE
MAS,Masco Corporation,Industrial Goods,General Building Materials,WIKI/MAS,stocks/mas,FALSE
MASC,Material Sciences Corporation,,,NA,stocks/masc,FALSE
MASI,Masimo Corporation,Healthcare,Medical Appliances & Equipment,WIKI/MASI,stocks/masi,FALSE
MAT,"Mattel, Inc.",Consumer Goods,Toys & Games,WIKI/MAT,stocks/mat,FALSE
MATW,Matthews International Corporation,Services,Personal Services,WIKI/MATW,stocks/matw,FALSE
MAXY,"Maxygen, Inc.",,,NA,stocks/maxy,FALSE
MAYS,JW Mays Inc.,Financial,Property Management,NA,stocks/mays,FALSE
MBFI,MB Financial Inc.,Financial,Regional - Midwest Banks,WIKI/MBFI,stocks/mbfi,FALSE
MBLX,"Metabolix, Inc.",Basic Materials,Specialty Chemicals,NA,stocks/mblx,FALSE
MBND,Multiband Corporation,,,NA,stocks/mbnd,FALSE
MBRG,Middleburg Financial Corporation,Financial,Regional - Mid-Atlantic Banks,WIKI/MBRG,stocks/mbrg,FALSE
MBTF,MBT Financial Corp.,Financial,Regional - Northeast Banks,NA,stocks/mbtf,FALSE
MBWM,Mercantile Bank Corp.,Financial,Regional - Midwest Banks,WIKI/MBWM,stocks/mbwm,FALSE
MCBC,Macatawa Bank Corp.,Financial,Regional - Midwest Banks,WIKI/MCBC,stocks/mcbc,FALSE
MCBF,Monarch Community Bancorp Inc.,Financial,Regional - Midwest Banks,NA,stocks/mcbf,FALSE
MCBI,Metrocorp Bancshares Inc.,,,NA,stocks/mcbi,FALSE
MCBK,"Madison County Financial, Inc.",Financial,Regional - Midwest Banks,NA,stocks/mcbk,FALSE
MCD,McDonald's Corp.,Services,Restaurants,WIKI/MCD,stocks/mcd,FALSE
MCF,Contango Oil & Gas Company,Basic Materials,Independent Oil & Gas,WIKI/MCF,stocks/mcf,FALSE
MCHP,Microchip Technology Inc.,Technology,Semiconductor - Specialized,WIKI/MCHP,stocks/mchp,FALSE
MCHX,"Marchex, Inc.",Services,Marketing Services,WIKI/MCHX,stocks/mchx,FALSE
MCK,McKesson Corporation,Services,Drugs Wholesale,WIKI/MCK,stocks/mck,FALSE
MCO,Moody's Corporation,Services,Business Services,WIKI/MCO,stocks/mco,FALSE
MCRI,Monarch Casino & Resort Inc.,Services,Resorts & Casinos,WIKI/MCRI,stocks/mcri,FALSE
MCRS,"MICROS Systems, Inc.",Technology,Application Software,WIKI/MCRS,stocks/mcrs,FALSE
MCS,The Marcus Corporation,Services,Resorts & Casinos,WIKI/MCS,stocks/mcs,FALSE
MCP,"Molycorp, Inc.",Basic Materials,Industrial Metals & Minerals,WIKI/MCP,stocks/mcp,FALSE
MCY,Mercury General Corporation,Financial,Property & Casualty Insurance,WIKI/MCY,stocks/mcy,FALSE
MD,"MEDNAX, Inc.",Healthcare,Specialized Health Services,WIKI/MD,stocks/md,FALSE
MCZ,Mad Catz Interactive Inc.,Technology,Computer Peripherals,NA,NA,FALSE
MDC,MDC Holdings Inc.,Industrial Goods,Residential Construction,WIKI/MDC,stocks/mdc,FALSE
MDCI,Medical Action Industries Inc.,Healthcare,Medical Appliances & Equipment,WIKI/MDCI,stocks/mdci,FALSE
MDCO,The Medicines Company,Healthcare,Drugs - Generic,WIKI/MDCO,stocks/mdco,FALSE
MDLZ,"Mondelez International, Inc.",Consumer Goods,Confectioners,WIKI/MDLZ,stocks/mdlz,FALSE
MDP,Meredith Corporation,Services,Publishing - Periodicals,WIKI/MDP,stocks/mdp,FALSE
MDSO,"Medidata Solutions, Inc.",Technology,Healthcare Information Services,WIKI/MDSO,stocks/mdso,FALSE
MDT,"Medtronic, Inc.",Healthcare,Medical Appliances & Equipment,WIKI/MDT,stocks/mdt,FALSE
MDU,MDU Resources Group Inc.,Utilities,Diversified Utilities,WIKI/MDU,stocks/mdu,FALSE
MDW,Midway Gold Corp.,Basic Materials,Gold,WIKI/MDW,stocks/mdw,FALSE
MDVN,"Medivation, Inc.",Healthcare,Biotechnology,WIKI/MDVN,stocks/mdvn,FALSE
MDXG,"MiMedx Group, Inc.",Healthcare,Medical Appliances & Equipment,WIKI/MDXG,NA,FALSE
MEAD,Meade Instruments Corp.,,,NA,stocks/mead,FALSE
MEAS,Measurement Specialties Inc.,Technology,Scientific & Technical Instruments,WIKI/MEAS,stocks/meas,FALSE
MED,Medifast Inc.,Services,"Specialty Retail, Other",WIKI/MED,stocks/med,FALSE
MEET,"MeetMe, Inc.",Technology,Internet Information Providers,NA,stocks/meet,FALSE
MEIP,"MEI Pharma, Inc.",Healthcare,Drug Manufacturers - Other,WIKI/MEIP,stocks/meip,FALSE
MELA,"MELA Sciences, Inc.",Healthcare,Medical Instruments & Supplies,NA,stocks/mela,FALSE
MELI,"Mercadolibre, Inc.",Services,Catalog & Mail Order Houses,NA,stocks/meli,FALSE
MEI,"Methode Electronics, Inc.",Technology,Diversified Electronics,WIKI/MEI,stocks/mei,FALSE
MEMP,Memorial Production Partners LP,Basic Materials,Independent Oil & Gas,NA,stocks/memp,FALSE
MEMS,"MEMSIC, Inc.",,,NA,stocks/mems,FALSE
MENT,Mentor Graphics Corp.,Technology,Technical & System Software,WIKI/MENT,stocks/ment,FALSE
MERR,"Merriman Holdings, Inc.",Financial,Asset Management,NA,stocks/merr,FALSE
MET,"MetLife, Inc.",Financial,Life Insurance,WIKI/MET,stocks/met,FALSE
MFA,"MFA Financial, Inc.",Financial,REIT - Diversified,NA,stocks/mfa,FALSE
METR,"Metro Bancorp, Inc.",Financial,Regional - Northeast Banks,WIKI/METR,stocks/metr,FALSE
MFCO,Microwave Filter Co. Inc.,Technology,Diversified Electronics,NA,stocks/mfco,FALSE
MFI,MicroFinancial Inc.,Financial,Credit Services,NA,stocks/mfi,FALSE
MFLR,"Mayflower Bancorp, Inc.",,,NA,stocks/mflr,FALSE
MFLX,"Multi-Fineline Electronix, Inc.",Technology,Printed Circuit Boards,WIKI/MFLX,stocks/mflx,FALSE
MFNC,Mackinac Financial Corporation,Financial,Regional - Southwest Banks,NA,stocks/mfnc,FALSE
MFRI,"MFRI, Inc.",Industrial Goods,Pollution & Treatment Controls,NA,stocks/mfri,FALSE
MFRM,Mattress Firm Holding Corp.,Services,"Specialty Retail, Other",WIKI/MFRM,stocks/mfrm,FALSE
MFSF,Mutualfirst Financial Inc.,Financial,Regional - Midwest Banks,NA,stocks/mfsf,FALSE
MG,"Mistras Group, Inc.",Services,Security & Protection Services,WIKI/MG,stocks/mg,FALSE
MGAM,"Multimedia Games Holding Company, Inc.",Services,Gaming Activities,WIKI/MGAM,stocks/mgam,FALSE
MGCD,MGC Diagnostics Corporation,Healthcare,Medical Appliances & Equipment,NA,stocks/mgcd,FALSE
MGLN,Magellan Health Services Inc.,Healthcare,Health Care Plans,WIKI/MGLN,stocks/mgln,FALSE
MGM,MGM Resorts International,Services,Resorts & Casinos,WIKI/MGM,stocks/mgm,FALSE
MGPI,MGP Ingredients Inc.,Consumer Goods,Processed & Packaged Goods,NA,stocks/mgpi,FALSE
MGT,"MGT Capital Investments, Inc.",Services,Business Services,NA,stocks/mgt,FALSE
MGYR,"Magyar Bancorp, Inc.",Financial,Regional - Northeast Banks,NA,stocks/mgyr,FALSE
MHFI,"McGraw Hill Financial, Inc.",Services,Business Services,WIKI/MHFI,NA,FALSE
MHGC,Morgans Hotel Group Co.,Services,Lodging,WIKI/MHGC,stocks/mhgc,FALSE
MHO,"M/I Homes, Inc.",Industrial Goods,Residential Construction,WIKI/MHO,stocks/mho,FALSE
MGN,"Mines Management, Inc.",Basic Materials,Silver,NA,stocks/mgn,FALSE
MHH,"Mastech Holdings, Inc.",Services,Staffing & Outsourcing Services,NA,stocks/mhh,FALSE
MIDD,Middleby Corp.,Industrial Goods,Diversified Machinery,WIKI/MIDD,stocks/midd,FALSE
MIG,Meadowbrook Insurance Group Inc.,Financial,Property & Casualty Insurance,WIKI/MIG,stocks/mig,FALSE
MILL,"Miller Energy Resources, Inc.",Basic Materials,Independent Oil & Gas,WIKI/MILL,stocks/mill,FALSE
MIND,Mitcham Industries Inc.,Technology,Scientific & Technical Instruments,WIKI/MIND,stocks/mind,FALSE
MINI,"Mobile Mini, Inc.",Consumer Goods,Packaging & Containers,WIKI/MINI,stocks/mini,FALSE
MHK,Mohawk Industries Inc.,Consumer Goods,Home Furnishings & Fixtures,WIKI/MHK,stocks/mhk,FALSE
MITK,"Mitek Systems, Inc.",Technology,Application Software,WIKI/MITK,stocks/mitk,FALSE
MITL,Mitel Networks Corporation,Technology,Communication Equipment,NA,stocks/mitl,FALSE
MJN,Mead Johnson Nutrition Company,Consumer Goods,Processed & Packaged Goods,WIKI/MJN,stocks/mjn,FALSE
MKC,"McCormick & Company, Incorporated",Consumer Goods,Processed & Packaged Goods,WIKI/MKC,stocks/mkc,FALSE
MKL,Markel Corp.,Financial,Property & Casualty Insurance,WIKI/MKL,stocks/mkl,FALSE
MKSI,"MKS Instruments, Inc.",Technology,Scientific & Technical Instruments,WIKI/MKSI,stocks/mksi,FALSE
MKTG,"Responsys, Inc.",,,NA,stocks/mktg,FALSE
MKTO,"Marketo, Inc.",Technology,Application Software,WIKI/MKTO,stocks/mkto,FALSE
MKTX,MarketAxess Holdings Inc.,Financial,Investment Brokerage - National,WIKI/MKTX,stocks/mktx,FALSE
MKTY,"Mechanical Technology, Incorporated",,,NA,stocks/mkty,FALSE
MLAB,Mesa Laboratories Inc.,Healthcare,Medical Instruments & Supplies,WIKI/MLAB,stocks/mlab,FALSE
MLM,Martin Marietta Materials Inc.,Industrial Goods,General Building Materials,WIKI/MLM,stocks/mlm,FALSE
MLHR,Herman Miller Inc.,Consumer Goods,Business Equipment,WIKI/MLHR,stocks/mlhr,FALSE
MLP,"Maui Land & Pineapple Company, Inc.",Financial,Real Estate Development,NA,stocks/mlp,FALSE
MLNK,"ModusLink Global Solutions, Inc.",Services,Air Delivery & Freight Services,WIKI/MLNK,stocks/mlnk,FALSE
MLNX,"Mellanox Technologies, Ltd.",Technology,Semiconductor - Broad Line,NA,stocks/mlnx,FALSE
MMC,"Marsh & McLennan Companies, Inc.",Financial,Insurance Brokers,WIKI/MMC,stocks/mmc,FALSE
MMP,Magellan Midstream Partners LP,Basic Materials,Oil & Gas Pipelines,NA,stocks/mmp,FALSE
MMM,3M Company,Industrial Goods,Diversified Machinery,WIKI/MMM,stocks/mmm,FALSE
MMS,"MAXIMUS, Inc.",Services,Business Services,WIKI/MMS,stocks/mms,FALSE
MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,WIKI/MMSI,stocks/mmsi,FALSE
MNDL,"Mandalay Digital Group, Inc.",Technology,Diversified Communication Services,NA,stocks/mndl,FALSE
MNGA,Magnegas Corporation,Basic Materials,Major Integrated Oil & Gas,NA,stocks/mnga,FALSE
MN,"Manning & Napier, Inc.",Financial,Asset Management,WIKI/MN,stocks/mn,FALSE
MNKD,MannKind Corp.,Healthcare,Biotechnology,WIKI/MNKD,stocks/mnkd,FALSE
MNOV,MediciNova Inc.,Healthcare,Biotechnology,NA,stocks/mnov,FALSE
MNR,Monmouth Real Estate Investment Corp.,Financial,REIT - Industrial,NA,stocks/mnr,FALSE
MNRK,"Monarch Financial Holdings, Inc.",Financial,Regional - Mid-Atlantic Banks,NA,stocks/mnrk,FALSE
MNRO,Monro Muffler Brake Inc.,Consumer Goods,Auto Parts,WIKI/MNRO,stocks/mnro,FALSE
MNST,Monster Beverage Corporation,Consumer Goods,Beverages - Soft Drinks,WIKI/MNST,stocks/mnst,FALSE
MNTA,Momenta Pharmaceuticals Inc.,Healthcare,Drugs - Generic,WIKI/MNTA,stocks/mnta,FALSE
MNTG,"MTR Gaming Group, Inc.",Services,Resorts & Casinos,NA,stocks/mntg,FALSE
MNTX,"Manitex International, Inc.",Industrial Goods,Diversified Machinery,WIKI/MNTX,stocks/mntx,FALSE
MO,Altria Group Inc.,Consumer Goods,Cigarettes,WIKI/MO,stocks/mo,FALSE
MOC,Command Security Corp.,Services,Security & Protection Services,NA,stocks/moc,FALSE
MOCO,MOCON Inc.,Technology,Scientific & Technical Instruments,NA,stocks/moco,FALSE
MOD,Modine Manufacturing Company,Consumer Goods,Auto Parts,WIKI/MOD,stocks/mod,FALSE
MODN,"Model N, Inc.",,,WIKI/MODN,stocks/modn,FALSE
MOFG,"MidWest One Financial Group, Inc.",Financial,Regional - Southwest Banks,WIKI/MOFG,stocks/mofg,FALSE
MOGA,Moog Inc.,Industrial Goods,Aerospace/Defense Products & Services,NA,stocks/moga,FALSE
MOH,"Molina Healthcare, Inc.",Healthcare,Health Care Plans,WIKI/MOH,stocks/moh,FALSE
MOLX,Molex Incorporated,,,NA,stocks/molx,FALSE
MOLXA,Molex Incorporated,,,NA,stocks/molxa,FALSE
MON,Monsanto Company,Basic Materials,Agricultural Chemicals,WIKI/MON,stocks/mon,FALSE
MORN,Morningstar Inc.,Technology,Information & Delivery Services,WIKI/MORN,stocks/morn,FALSE
MOS,The Mosaic Company,Basic Materials,Agricultural Chemicals,WIKI/MOS,stocks/mos,FALSE
MOSY,"MoSys, Inc.",Technology,Semiconductor - Integrated Circuits,WIKI/MOSY,stocks/mosy,FALSE
MOV,"Movado Group, Inc.",Consumer Goods,"Recreational Goods, Other",WIKI/MOV,stocks/mov,FALSE
MOVE,"Move, Inc.",Technology,Internet Information Providers,WIKI/MOVE,stocks/move,FALSE
MPAA,Motorcar Parts of America Inc.,Consumer Goods,Auto Parts,NA,stocks/mpaa,FALSE
MPAC,MOD-PAC Corp.,,,NA,stocks/mpac,FALSE
MPB,Mid Penn Bancorp Inc.,Financial,Regional - Northeast Banks,NA,stocks/mpb,FALSE
MPET,Magellan Petroleum Corporation,Basic Materials,Independent Oil & Gas,NA,stocks/mpet,FALSE
MPC,Marathon Petroleum Corporation,Basic Materials,Oil & Gas Refining & Marketing,WIKI/MPC,stocks/mpc,FALSE
MPO,"Midstates Petroleum Company, Inc.",Basic Materials,Independent Oil & Gas,WIKI/MPO,stocks/mpo,FALSE
MPW,Medical Properties Trust Inc.,Financial,REIT - Healthcare Facilities,NA,NA,FALSE
MPWR,Monolithic Power Systems Inc.,Technology,Semiconductor - Specialized,WIKI/MPWR,stocks/mpwr,FALSE
MPX,Marine Products Corp.,Consumer Goods,Recreational Vehicles,WIKI/MPX,stocks/mpx,FALSE
MRC,MRC Global Inc.,Basic Materials,Oil & Gas Equipment & Services,WIKI/MRC,stocks/mrc,FALSE
MRCY,"Mercury Systems, Inc.",Technology,Computer Peripherals,WIKI/MRCY,stocks/mrcy,FALSE
MRGE,Merge Healthcare Incorporated,Technology,Healthcare Information Services,WIKI/MRGE,stocks/mrge,FALSE
MRH,Montpelier Re Holdings Ltd.,Financial,Property & Casualty Insurance,WIKI/MRH,stocks/mrh,FALSE
MRIN,Marin Software Incorporated,Technology,Application Software,WIKI/MRIN,stocks/mrin,FALSE
MRLN,Marlin Business Services Corp.,Financial,Mortgage Investment,WIKI/MRLN,stocks/mrln,FALSE
MRTN,Marten Transport Ltd.,Services,Trucking,WIKI/MRTN,stocks/mrtn,FALSE
MRK,Merck & Co. Inc.,Healthcare,Drug Manufacturers - Major,WIKI/MRK,stocks/mrk,FALSE
MSCC,Microsemi Corporation,Technology,Semiconductor - Integrated Circuits,WIKI/MSCC,stocks/mscc,FALSE
MRVL,Marvell Technology Group Ltd.,Technology,Semiconductor - Integrated Circuits,WIKI/MRVL,stocks/mrvl,FALSE
MSCI,MSCI Inc.,Technology,Application Software,WIKI/MSCI,stocks/msci,FALSE
MSEX,Middlesex Water Co.,Utilities,Water Utilities,WIKI/MSEX,stocks/msex,FALSE
MSFG,Mainsource Financial Group,Financial,Regional - Midwest Banks,WIKI/MSFG,stocks/msfg,FALSE
MSFT,Microsoft Corporation,Technology,Business Software & Services,WIKI/MSFT,stocks/msft,FALSE
MSG,The Madison Square Garden Company,Services,Entertainment - Diversified,WIKI/MSG,stocks/msg,FALSE
MSL,Midsouth Bancorp Inc.,Financial,Regional - Southeast Banks,WIKI/MSL,stocks/msl,FALSE
MSM,MSC Industrial Direct Co. Inc.,Services,Industrial Equipment Wholesale,WIKI/MSM,stocks/msm,FALSE
